"timestamp","relogoRun","boidBoidCollisions","boidObstacleCollisions","flocksMaxSize","flocksNumber"
152.0,3,7.0,0,30,2
153.0,3,11.0,0,30,2
154.0,3,9.0,0,30,2
155.0,3,13.0,0,30,2
156.0,3,21.0,0,30,2
157.0,3,19.0,0,30,2
158.0,3,19.0,0,30,2
159.0,3,17.0,0,30,2
160.0,3,24.0,0,30,2
161.0,3,18.0,0,30,2
162.0,3,18.0,0,30,2
163.0,3,13.0,0,30,2
164.0,3,14.0,0,30,2
165.0,3,10.0,2,30,2
166.0,3,15.0,1,30,3
167.0,3,8.0,0,30,3
168.0,3,10.0,0,30,3
169.0,3,6.0,0,30,3
170.0,3,6.0,0,30,3
171.0,3,5.0,0,30,3
172.0,3,7.0,0,30,3
173.0,3,8.0,0,30,3
174.0,3,5.0,0,30,3
175.0,3,4.0,0,30,3
176.0,3,5.0,0,30,3
177.0,3,4.0,0,30,3
178.0,3,3.0,0,30,3
179.0,3,3.0,0,30,3
180.0,3,6.0,0,30,3
181.0,3,7.0,0,30,3
182.0,3,16.0,0,30,3
183.0,3,16.0,0,30,3
184.0,3,21.0,0,30,4
185.0,3,19.0,0,30,3
186.0,3,16.0,0,30,3
187.0,3,17.0,0,30,3
188.0,3,15.0,0,30,3
189.0,3,15.0,0,30,3
190.0,3,11.0,0,30,3
191.0,3,8.0,0,30,3
192.0,3,8.0,0,30,3
193.0,3,11.0,0,30,3
194.0,3,7.0,0,30,3
195.0,3,8.0,0,30,3
196.0,3,10.0,0,30,3
197.0,3,6.0,0,30,3
198.0,3,5.0,0,30,3
199.0,3,8.0,0,30,3
200.0,3,6.0,0,30,3
201.0,3,7.0,0,30,3
202.0,3,12.0,0,30,3
203.0,3,10.0,0,30,3
204.0,3,10.0,0,30,3
205.0,3,13.0,0,30,3
206.0,3,11.0,0,36,2
207.0,3,15.0,0,36,2
208.0,3,15.0,0,36,2
209.0,3,17.0,0,36,2
210.0,3,9.0,0,36,2
211.0,3,9.0,0,36,2
212.0,3,11.0,0,36,2
213.0,3,9.0,0,36,2
214.0,3,8.0,0,36,2
215.0,3,7.0,0,36,2
216.0,3,10.0,0,36,2
217.0,3,6.0,0,36,2
218.0,3,6.0,0,30,3
219.0,3,4.0,0,30,3
220.0,3,10.0,0,30,2
221.0,3,8.0,0,30,2
222.0,3,11.0,0,30,2
223.0,3,8.0,0,30,2
224.0,3,10.0,0,30,2
225.0,3,14.0,0,30,2
226.0,3,23.0,0,30,2
227.0,3,18.0,0,30,2
228.0,3,23.0,0,30,3
229.0,3,20.0,0,30,3
230.0,3,19.0,0,30,3
231.0,3,19.0,0,30,3
232.0,3,15.0,0,30,3
233.0,3,13.0,0,30,3
234.0,3,13.0,0,30,3
1.0,4,2.0,0,7,24
2.0,4,2.0,0,9,23
3.0,4,2.0,0,7,25
4.0,4,1.0,0,7,25
5.0,4,0.0,0,7,25
6.0,4,0.0,0,7,25
7.0,4,0.0,0,7,24
8.0,4,0.0,0,5,25
9.0,4,0.0,0,5,25
10.0,4,2.0,0,5,25
11.0,4,2.0,0,5,25
12.0,4,7.0,0,6,24
13.0,4,6.0,0,6,24
14.0,4,7.0,0,6,24
15.0,4,7.0,0,6,23
16.0,4,6.0,0,6,22
17.0,4,7.0,0,6,22
18.0,4,6.0,0,6,21
19.0,4,4.0,0,6,22
20.0,4,2.0,0,6,21
21.0,4,5.0,0,6,21
22.0,4,4.0,0,6,19
23.0,4,2.0,0,6,19
24.0,4,1.0,0,6,19
25.0,4,2.0,0,6,19
26.0,4,3.0,0,9,17
27.0,4,3.0,0,9,16
28.0,4,2.0,0,9,16
29.0,4,2.0,0,9,16
30.0,4,3.0,0,9,15
31.0,4,2.0,0,9,16
32.0,4,4.0,0,9,16
33.0,4,6.0,0,12,14
34.0,4,4.0,0,12,14
35.0,4,6.0,0,21,13
36.0,4,4.0,0,21,13
37.0,4,9.0,0,21,13
38.0,4,8.0,0,21,13
39.0,4,8.0,0,21,12
40.0,4,8.0,0,21,12
41.0,4,7.0,0,21,12
42.0,4,9.0,0,21,12
43.0,4,7.0,0,21,11
44.0,4,12.0,0,21,11
45.0,4,13.0,0,21,11
46.0,4,9.0,0,21,11
47.0,4,8.0,0,21,10
48.0,4,7.0,0,21,10
49.0,4,7.0,0,15,10
50.0,4,4.0,0,15,11
51.0,4,4.0,0,17,10
52.0,4,5.0,0,17,10
53.0,4,5.0,0,17,9
54.0,4,5.0,0,17,8
55.0,4,5.0,0,17,9
56.0,4,6.0,0,17,9
57.0,4,7.0,0,17,9
58.0,4,6.0,0,17,9
59.0,4,9.0,0,17,9
60.0,4,6.0,0,17,9
61.0,4,6.0,0,17,6
62.0,4,5.0,0,17,6
63.0,4,5.0,0,17,6
64.0,4,9.0,0,17,6
65.0,4,8.0,0,17,6
66.0,4,10.0,0,17,6
67.0,4,8.0,0,17,6
68.0,4,8.0,0,17,6
69.0,4,8.0,0,17,6
70.0,4,11.0,0,17,6
71.0,4,14.0,0,17,6
72.0,4,9.0,0,17,6
73.0,4,10.0,0,20,6
74.0,4,12.0,0,20,4
75.0,4,11.0,0,20,4
76.0,4,10.0,0,20,4
77.0,4,8.0,0,20,4
78.0,4,6.0,0,20,4
79.0,4,7.0,0,20,4
80.0,4,9.0,0,20,4
81.0,4,10.0,0,20,4
82.0,4,9.0,0,20,4
83.0,4,11.0,0,20,4
84.0,4,8.0,0,20,4
85.0,4,7.0,0,20,4
86.0,4,8.0,0,20,4
87.0,4,11.0,0,20,4
88.0,4,11.0,0,20,4
89.0,4,11.0,0,20,4
90.0,4,8.0,0,20,5
91.0,4,10.0,0,25,4
92.0,4,9.0,1,25,4
93.0,4,9.0,0,25,4
94.0,4,10.0,0,25,4
95.0,4,8.0,0,25,4
96.0,4,9.0,0,25,4
97.0,4,10.0,0,25,4
98.0,4,14.0,0,25,4
99.0,4,12.0,0,32,2
100.0,4,15.0,0,32,2
101.0,4,13.0,0,32,2
102.0,4,9.0,0,32,2
103.0,4,12.0,0,32,2
104.0,4,8.0,0,32,2
105.0,4,7.0,0,32,2
106.0,4,5.0,0,32,2
107.0,4,5.0,0,46,2
108.0,4,5.0,0,46,2
109.0,4,5.0,0,46,2
110.0,4,7.0,0,46,2
111.0,4,4.0,0,46,2
112.0,4,6.0,0,37,3
113.0,4,8.0,0,37,3
114.0,4,7.0,0,37,3
115.0,4,10.0,0,37,3
116.0,4,10.0,0,37,3
117.0,4,11.0,0,37,3
118.0,4,9.0,0,37,3
119.0,4,14.0,0,46,2
120.0,4,9.0,0,46,2
121.0,4,9.0,0,50,1
122.0,4,10.0,0,50,1
123.0,4,10.0,0,50,1
124.0,4,14.0,0,50,1
125.0,4,15.0,0,50,1
126.0,4,13.0,0,50,1
127.0,4,12.0,0,50,1
128.0,4,12.0,0,50,1
129.0,4,11.0,0,50,1
130.0,4,8.0,0,50,1
131.0,4,9.0,0,50,1
132.0,4,15.0,0,37,2
133.0,4,13.0,0,37,2
134.0,4,10.0,0,37,2
135.0,4,14.0,0,37,2
136.0,4,16.0,0,37,2
137.0,4,19.0,0,37,2
138.0,4,15.0,0,37,2
139.0,4,21.0,0,37,2
140.0,4,29.0,0,37,2
141.0,4,26.0,0,37,2
142.0,4,20.0,0,37,2
143.0,4,17.0,0,37,2
144.0,4,15.0,0,37,2
1.0,5,1.0,0,7,24
2.0,5,1.0,0,8,23
3.0,5,1.0,0,7,24
4.0,5,0.0,0,7,24
5.0,5,2.0,0,7,25
6.0,5,2.0,0,7,25
7.0,5,2.0,0,7,25
8.0,5,2.0,0,7,25
9.0,5,3.0,0,7,25
10.0,5,4.0,0,7,25
11.0,5,5.0,0,7,25
12.0,5,6.0,0,7,25
13.0,5,9.0,0,7,25
14.0,5,7.0,0,7,23
15.0,5,7.0,0,7,23
16.0,5,6.0,0,7,23
17.0,5,6.0,0,7,23
18.0,5,7.0,0,7,23
19.0,5,4.0,0,8,22
20.0,5,7.0,0,9,20
21.0,5,5.0,0,9,19
22.0,5,4.0,0,9,19
23.0,5,6.0,0,9,19
24.0,5,7.0,0,9,19
25.0,5,9.0,0,9,19
26.0,5,8.0,0,9,18
27.0,5,7.0,0,9,19
28.0,5,9.0,0,9,19
29.0,5,9.0,0,9,19
30.0,5,9.0,0,16,18
31.0,5,8.0,0,16,17
32.0,5,7.0,0,16,16
33.0,5,7.0,0,16,16
34.0,5,8.0,0,16,16
35.0,5,9.0,0,16,16
36.0,5,8.0,0,16,16
37.0,5,8.0,0,16,15
38.0,5,9.0,0,16,15
39.0,5,12.0,0,16,14
40.0,5,9.0,0,19,13
41.0,5,12.0,0,19,13
42.0,5,12.0,0,19,13
43.0,5,12.0,0,19,13
44.0,5,11.0,0,19,12
45.0,5,15.0,0,19,12
46.0,5,10.0,0,19,12
47.0,5,5.0,0,19,12
48.0,5,10.0,0,19,12
49.0,5,5.0,0,19,11
50.0,5,8.0,0,19,11
51.0,5,8.0,0,19,10
52.0,5,9.0,0,22,8
53.0,5,8.0,0,22,8
54.0,5,8.0,0,22,8
55.0,5,7.0,0,25,7
56.0,5,8.0,0,25,7
57.0,5,6.0,0,25,6
58.0,5,7.0,0,25,6
59.0,5,7.0,0,22,7
60.0,5,8.0,0,25,5
61.0,5,6.0,0,28,5
62.0,5,5.0,0,28,5
63.0,5,8.0,0,28,5
64.0,5,6.0,0,30,4
65.0,5,5.0,0,39,2
66.0,5,3.0,0,39,2
67.0,5,2.0,0,50,1
68.0,5,2.0,0,50,1
69.0,5,1.0,0,50,1
70.0,5,0.0,0,50,1
71.0,5,1.0,0,50,1
72.0,5,1.0,0,50,1
73.0,5,2.0,0,50,1
74.0,5,0.0,0,50,1
75.0,5,3.0,0,50,1
76.0,5,0.0,0,50,1
77.0,5,0.0,0,50,1
78.0,5,1.0,0,50,1
79.0,5,1.0,0,50,1
80.0,5,1.0,0,50,1
81.0,5,0.0,0,50,1
82.0,5,2.0,0,50,1
83.0,5,1.0,0,50,1
84.0,5,1.0,0,50,1
85.0,5,1.0,0,50,1
86.0,5,0.0,0,50,1
87.0,5,0.0,0,50,1
88.0,5,1.0,0,50,1
89.0,5,1.0,0,50,1
90.0,5,1.0,0,50,1
91.0,5,1.0,0,50,1
92.0,5,1.0,0,50,1
93.0,5,2.0,0,50,1
94.0,5,1.0,0,50,1
95.0,5,4.0,0,50,1
96.0,5,2.0,0,50,1
97.0,5,5.0,0,50,1
98.0,5,6.0,0,50,1
99.0,5,9.0,0,50,1
100.0,5,6.0,0,50,1
101.0,5,12.0,0,50,1
102.0,5,4.0,0,50,1
103.0,5,6.0,0,50,1
104.0,5,6.0,0,50,1
105.0,5,6.0,0,50,1
106.0,5,9.0,0,50,1
107.0,5,4.0,0,50,1
108.0,5,7.0,0,50,1
109.0,5,4.0,0,50,1
110.0,5,5.0,0,50,1
111.0,5,8.0,0,50,1
112.0,5,5.0,0,50,1
113.0,5,3.0,0,50,1
114.0,5,5.0,0,50,1
115.0,5,6.0,0,50,1
116.0,5,3.0,0,50,1
117.0,5,3.0,0,50,1
1.0,6,0.0,0,50,1
2.0,6,0.0,0,50,1
3.0,6,1.0,0,50,1
4.0,6,0.0,0,50,1
5.0,6,1.0,0,50,1
6.0,6,1.0,0,50,1
7.0,6,0.0,0,50,1
8.0,6,0.0,0,50,1
9.0,6,0.0,0,50,1
10.0,6,0.0,0,50,1
11.0,6,0.0,0,50,1
12.0,6,0.0,0,50,1
13.0,6,1.0,0,50,1
14.0,6,0.0,0,50,1
15.0,6,0.0,0,50,1
16.0,6,0.0,1,50,1
17.0,6,0.0,1,50,1
18.0,6,0.0,0,50,1
19.0,6,1.0,0,50,1
20.0,6,1.0,0,50,1
21.0,6,0.0,0,50,1
22.0,6,1.0,0,50,1
23.0,6,1.0,0,50,1
24.0,6,1.0,0,50,1
25.0,6,1.0,0,50,1
26.0,6,1.0,0,50,1
27.0,6,2.0,0,50,1
28.0,6,3.0,0,50,1
29.0,6,3.0,1,50,1
30.0,6,2.0,0,50,1
31.0,6,2.0,0,50,1
32.0,6,1.0,0,50,1
33.0,6,2.0,0,50,1
1.0,7,0.0,0,50,1
2.0,7,0.0,0,50,1
3.0,7,0.0,0,50,1
4.0,7,0.0,0,50,1
5.0,7,0.0,0,50,1
6.0,7,0.0,0,50,1
7.0,7,0.0,0,50,1
8.0,7,0.0,0,50,1
9.0,7,0.0,0,50,1
10.0,7,0.0,0,50,1
11.0,7,0.0,0,50,1
12.0,7,0.0,0,50,1
13.0,7,0.0,0,50,1
14.0,7,0.0,0,50,1
15.0,7,0.0,0,50,1
16.0,7,0.0,0,50,1
17.0,7,1.0,0,50,1
18.0,7,0.0,0,50,1
19.0,7,0.0,0,50,1
20.0,7,2.0,0,50,1
21.0,7,0.0,0,50,1
22.0,7,0.0,0,50,1
23.0,7,1.0,0,50,1
24.0,7,1.0,0,50,1
25.0,7,1.0,0,50,1
26.0,7,1.0,0,50,1
27.0,7,1.0,0,50,1
28.0,7,2.0,0,50,1
29.0,7,1.0,0,50,1
30.0,7,3.0,0,50,1
31.0,7,6.0,0,50,1
32.0,7,2.0,0,50,1
33.0,7,3.0,0,50,1
34.0,7,5.0,0,50,1
35.0,7,1.0,0,50,1
36.0,7,2.0,0,50,1
37.0,7,1.0,0,50,1
38.0,7,4.0,0,50,1
39.0,7,3.0,0,50,1
40.0,7,2.0,0,50,1
41.0,7,5.0,0,50,1
42.0,7,3.0,0,50,1
43.0,7,2.0,0,50,1
44.0,7,5.0,0,50,1
45.0,7,7.0,0,50,1
46.0,7,6.0,0,50,1
47.0,7,4.0,0,50,1
0.0,8,0.0,0,50,1
1.0,8,0.0,0,50,1
2.0,8,1.0,0,50,1
3.0,8,1.0,0,50,1
4.0,8,1.0,0,50,1
5.0,8,1.0,0,50,1
6.0,8,0.0,0,50,1
7.0,8,1.0,0,50,1
8.0,8,0.0,0,47,2
9.0,8,0.0,0,47,2
10.0,8,0.0,0,44,3
11.0,8,0.0,0,47,2
12.0,8,0.0,0,47,2
13.0,8,0.0,0,47,2
14.0,8,0.0,0,47,2
15.0,8,0.0,0,47,2
16.0,8,0.0,0,47,2
17.0,8,0.0,0,47,2
18.0,8,0.0,0,47,2
19.0,8,1.0,0,47,2
20.0,8,0.0,0,47,2
21.0,8,2.0,0,47,2
22.0,8,2.0,0,47,2
23.0,8,1.0,0,47,2
24.0,8,2.0,0,47,2
25.0,8,2.0,0,50,1
26.0,8,3.0,0,50,1
27.0,8,2.0,0,50,1
28.0,8,0.0,0,50,1
29.0,8,1.0,0,50,1
30.0,8,1.0,0,50,1
31.0,8,1.0,0,50,1
32.0,8,2.0,0,50,1
33.0,8,0.0,0,50,1
34.0,8,2.0,0,50,1
35.0,8,2.0,0,50,1
36.0,8,3.0,0,50,1
37.0,8,2.0,0,50,1
38.0,8,2.0,0,50,1
39.0,8,4.0,0,50,1
40.0,8,2.0,0,50,1
41.0,8,2.0,0,50,1
42.0,8,3.0,0,50,1
43.0,8,2.0,0,50,1
44.0,8,4.0,0,50,1
45.0,8,2.0,0,50,1
46.0,8,2.0,0,50,1
47.0,8,1.0,0,50,1
48.0,8,3.0,0,50,1
49.0,8,2.0,0,50,1
50.0,8,5.0,0,50,1
51.0,8,3.0,0,50,1
52.0,8,2.0,0,50,1
53.0,8,4.0,0,50,1
54.0,8,3.0,0,50,1
55.0,8,3.0,0,50,1
56.0,8,2.0,0,50,1
57.0,8,2.0,0,50,1
58.0,8,2.0,0,50,1
59.0,8,3.0,0,50,1
60.0,8,1.0,0,50,1
61.0,8,1.0,0,50,1
62.0,8,2.0,0,50,1
63.0,8,1.0,0,50,1
64.0,8,1.0,0,50,1
65.0,8,0.0,0,50,1
66.0,8,2.0,0,50,1
67.0,8,1.0,0,50,1
68.0,8,1.0,0,50,1
69.0,8,2.0,0,50,1
70.0,8,1.0,0,50,1
71.0,8,2.0,0,50,1
72.0,8,3.0,0,50,1
73.0,8,5.0,0,50,1
74.0,8,3.0,0,50,1
75.0,8,2.0,0,50,1
76.0,8,2.0,0,50,1
77.0,8,1.0,0,50,1
78.0,8,2.0,0,50,1
79.0,8,0.0,0,50,1
80.0,8,0.0,0,50,1
81.0,8,1.0,0,50,1
82.0,8,1.0,0,50,1
83.0,8,1.0,0,50,1
84.0,8,3.0,0,50,1
85.0,8,2.0,0,50,1
86.0,8,3.0,0,50,1
87.0,8,3.0,0,50,1
88.0,8,3.0,0,50,1
89.0,8,2.0,0,50,1
90.0,8,2.0,0,50,1
91.0,8,2.0,0,50,1
92.0,8,1.0,0,50,1
93.0,8,3.0,0,50,1
94.0,8,2.0,0,50,1
95.0,8,2.0,0,50,1
96.0,8,1.0,0,50,1
97.0,8,0.0,0,50,1
98.0,8,2.0,0,50,1
99.0,8,2.0,0,50,1
100.0,8,1.0,0,50,1
101.0,8,1.0,0,50,1
102.0,8,3.0,0,50,1
103.0,8,1.0,0,50,1
104.0,8,4.0,1,50,1
105.0,8,4.0,0,50,1
106.0,8,3.0,0,50,1
107.0,8,1.0,0,50,1
108.0,8,3.0,0,50,1
109.0,8,2.0,0,50,1
110.0,8,2.0,0,50,1
111.0,8,2.0,0,50,1
112.0,8,1.0,0,50,1
113.0,8,1.0,0,50,1
114.0,8,0.0,0,50,1
115.0,8,2.0,0,50,1
116.0,8,1.0,0,50,1
117.0,8,1.0,0,50,1
118.0,8,3.0,0,50,1
119.0,8,2.0,0,50,1
120.0,8,1.0,0,50,1
121.0,8,2.0,0,50,1
122.0,8,2.0,0,50,1
123.0,8,1.0,0,50,1
0.0,9,0.0,0,50,1
1.0,9,0.0,0,50,1
2.0,9,0.0,0,50,1
3.0,9,0.0,0,50,1
4.0,9,0.0,0,50,1
5.0,9,0.0,0,50,1
6.0,9,0.0,0,50,1
7.0,9,0.0,0,50,1
8.0,9,0.0,0,50,1
9.0,9,0.0,0,50,1
10.0,9,0.0,0,50,1
11.0,9,0.0,0,50,1
12.0,9,0.0,0,50,1
13.0,9,0.0,0,50,1
14.0,9,0.0,0,50,1
15.0,9,1.0,0,50,1
16.0,9,0.0,0,50,1
17.0,9,0.0,0,50,1
18.0,9,1.0,0,50,1
19.0,9,1.0,0,50,1
20.0,9,1.0,0,50,1
21.0,9,1.0,0,50,1
22.0,9,0.0,0,50,1
23.0,9,2.0,0,50,1
24.0,9,1.0,0,50,1
25.0,9,1.0,0,50,1
26.0,9,1.0,0,50,1
27.0,9,2.0,0,50,1
28.0,9,5.0,0,50,1
29.0,9,4.0,0,50,1
30.0,9,1.0,0,50,1
31.0,9,1.0,0,50,1
32.0,9,2.0,0,50,1
33.0,9,3.0,0,50,1
34.0,9,1.0,0,50,1
35.0,9,2.0,0,50,1
36.0,9,2.0,0,50,1
37.0,9,3.0,0,50,1
38.0,9,2.0,0,50,1
39.0,9,5.0,0,50,1
40.0,9,3.0,0,50,1
41.0,9,4.0,0,50,1
42.0,9,3.0,0,50,1
43.0,9,4.0,0,50,1
44.0,9,2.0,0,50,1
45.0,9,4.0,0,50,1
46.0,9,5.0,0,50,1
47.0,9,5.0,0,50,1
48.0,9,4.0,0,50,1
49.0,9,4.0,0,50,1
50.0,9,4.0,0,50,1
51.0,9,3.0,0,50,1
52.0,9,2.0,0,50,1
53.0,9,2.0,0,50,1
54.0,9,1.0,0,50,1
55.0,9,1.0,0,50,1
56.0,9,0.0,0,50,1
