"timestamp","relogoRun","boidBoidCollisions","boidObstacleCollisions","flocksMaxSize","flocksNumber"
57.0,9,1.0,0,50,1
58.0,9,2.0,0,50,1
59.0,9,1.0,0,50,1
60.0,9,0.0,0,50,1
61.0,9,2.0,0,50,1
62.0,9,0.0,0,50,1
63.0,9,0.0,0,50,1
64.0,9,1.0,0,50,1
65.0,9,1.0,0,50,1
66.0,9,2.0,0,50,1
67.0,9,2.0,0,50,1
68.0,9,6.0,0,50,1
0.0,10,0.0,0,50,1
0.0,11,0.0,0,50,1
0.0,12,0.0,0,50,1
1.0,12,0.0,0,50,1
2.0,12,0.0,0,50,1
3.0,12,0.0,0,50,1
4.0,12,0.0,0,50,1
5.0,12,0.0,0,50,1
6.0,12,0.0,0,50,1
7.0,12,0.0,0,50,1
8.0,12,0.0,0,50,1
9.0,12,0.0,0,50,1
10.0,12,0.0,0,50,1
11.0,12,0.0,0,50,1
12.0,12,0.0,0,50,1
13.0,12,0.0,0,50,1
14.0,12,0.0,0,50,1
15.0,12,0.0,0,50,1
16.0,12,0.0,0,50,1
17.0,12,0.0,0,50,1
18.0,12,0.0,0,50,1
19.0,12,0.0,0,50,1
20.0,12,1.0,0,50,1
21.0,12,0.0,0,50,1
22.0,12,1.0,0,50,1
23.0,12,0.0,0,50,1
24.0,12,1.0,0,50,1
25.0,12,1.0,0,50,1
26.0,12,0.0,0,50,1
27.0,12,1.0,0,50,1
28.0,12,0.0,0,50,1
29.0,12,2.0,0,50,1
30.0,12,2.0,0,50,1
31.0,12,1.0,0,50,1
32.0,12,3.0,0,50,1
33.0,12,2.0,0,50,1
34.0,12,3.0,0,50,1
35.0,12,2.0,0,50,1
36.0,12,2.0,0,50,1
37.0,12,2.0,0,50,1
38.0,12,1.0,0,50,1
39.0,12,2.0,0,50,1
40.0,12,3.0,0,50,1
41.0,12,2.0,0,50,1
42.0,12,2.0,0,50,1
43.0,12,0.0,0,50,1
44.0,12,0.0,0,50,1
45.0,12,1.0,0,50,1
46.0,12,1.0,0,50,1
47.0,12,1.0,0,50,1
48.0,12,2.0,0,50,1
49.0,12,3.0,0,50,1
50.0,12,2.0,0,50,1
51.0,12,2.0,0,50,1
52.0,12,4.0,0,50,1
53.0,12,2.0,0,50,1
54.0,12,2.0,0,50,1
55.0,12,2.0,0,50,1
56.0,12,1.0,0,50,1
57.0,12,3.0,0,50,1
58.0,12,2.0,0,50,1
59.0,12,1.0,0,50,1
60.0,12,0.0,0,50,1
61.0,12,1.0,0,50,1
62.0,12,1.0,0,50,1
63.0,12,0.0,0,50,1
64.0,12,1.0,0,50,1
65.0,12,1.0,0,50,1
66.0,12,0.0,0,50,1
67.0,12,1.0,0,50,1
68.0,12,0.0,0,50,1
69.0,12,0.0,0,50,1
70.0,12,0.0,0,50,1
71.0,12,0.0,0,50,1
72.0,12,1.0,0,50,1
73.0,12,0.0,0,50,1
74.0,12,1.0,0,50,1
75.0,12,0.0,0,50,1
76.0,12,0.0,0,50,1
77.0,12,1.0,0,50,1
78.0,12,1.0,0,50,1
79.0,12,3.0,0,50,1
80.0,12,2.0,0,50,1
81.0,12,3.0,0,50,1
82.0,12,2.0,0,50,1
83.0,12,1.0,0,50,1
84.0,12,4.0,0,50,1
85.0,12,2.0,0,50,1
86.0,12,1.0,0,50,1
87.0,12,1.0,0,50,1
88.0,12,1.0,0,50,1
89.0,12,0.0,0,50,1
90.0,12,1.0,0,50,1
91.0,12,1.0,0,50,1
92.0,12,0.0,0,50,1
93.0,12,0.0,0,50,1
94.0,12,1.0,0,50,1
1.0,13,1.0,0,50,1
2.0,13,1.0,0,50,1
3.0,13,0.0,0,50,1
4.0,13,0.0,0,50,1
5.0,13,0.0,0,50,1
6.0,13,0.0,0,50,1
7.0,13,0.0,0,50,1
8.0,13,0.0,0,50,1
9.0,13,0.0,0,50,1
10.0,13,0.0,0,50,1
11.0,13,0.0,0,44,2
12.0,13,0.0,0,44,2
13.0,13,0.0,0,44,2
14.0,13,0.0,0,44,2
15.0,13,0.0,0,44,2
16.0,13,0.0,0,44,2
17.0,13,0.0,0,44,2
18.0,13,0.0,0,44,2
19.0,13,0.0,0,44,2
20.0,13,0.0,0,44,2
21.0,13,0.0,0,44,2
22.0,13,0.0,0,44,2
23.0,13,0.0,0,50,1
24.0,13,0.0,0,50,1
25.0,13,0.0,0,50,1
26.0,13,0.0,0,50,1
27.0,13,2.0,0,50,1
28.0,13,0.0,0,50,1
29.0,13,0.0,0,50,1
30.0,13,1.0,0,50,1
31.0,13,0.0,0,50,1
32.0,13,3.0,0,50,1
33.0,13,1.0,0,50,1
34.0,13,2.0,0,50,1
35.0,13,3.0,0,50,1
36.0,13,2.0,0,50,1
37.0,13,1.0,0,50,1
38.0,13,2.0,1,50,1
39.0,13,0.0,0,50,1
40.0,13,0.0,0,50,1
41.0,13,2.0,0,50,1
42.0,13,2.0,0,50,1
43.0,13,1.0,0,50,1
44.0,13,1.0,0,50,1
45.0,13,1.0,0,50,1
46.0,13,1.0,0,50,1
47.0,13,2.0,0,50,1
48.0,13,2.0,0,50,1
49.0,13,3.0,0,50,1
50.0,13,2.0,0,50,1
51.0,13,2.0,0,50,1
52.0,13,3.0,0,50,1
53.0,13,5.0,0,50,1
54.0,13,3.0,0,50,1
55.0,13,2.0,0,50,1
56.0,13,1.0,0,50,1
57.0,13,1.0,0,50,1
58.0,13,1.0,0,50,1
59.0,13,1.0,0,50,1
60.0,13,0.0,0,50,1
61.0,13,1.0,0,50,1
62.0,13,3.0,0,50,1
63.0,13,2.0,1,50,1
64.0,13,1.0,0,50,1
65.0,13,0.0,0,50,1
66.0,13,0.0,0,50,1
67.0,13,0.0,0,50,1
68.0,13,1.0,0,50,1
69.0,13,0.0,0,50,1
70.0,13,0.0,0,50,1
71.0,13,1.0,1,50,1
72.0,13,1.0,0,50,1
73.0,13,1.0,0,50,1
74.0,13,0.0,0,50,1
75.0,13,1.0,0,50,1
76.0,13,1.0,0,50,1
77.0,13,0.0,0,50,1
78.0,13,3.0,0,50,1
79.0,13,2.0,0,50,1
0.0,14,0.0,0,50,1
1.0,14,1.0,2,50,1
2.0,14,1.0,2,50,1
3.0,14,1.0,2,50,1
4.0,14,1.0,1,50,1
5.0,14,0.0,0,50,1
6.0,14,1.0,0,50,1
7.0,14,0.0,0,50,1
8.0,14,0.0,0,50,1
9.0,14,0.0,0,50,1
10.0,14,0.0,0,50,1
11.0,14,0.0,0,50,1
12.0,14,0.0,0,50,1
13.0,14,0.0,0,50,1
14.0,14,0.0,0,50,1
15.0,14,0.0,0,50,1
16.0,14,0.0,0,50,1
17.0,14,0.0,0,50,1
18.0,14,0.0,0,50,1
19.0,14,0.0,0,50,1
20.0,14,0.0,0,50,1
21.0,14,0.0,0,50,1
22.0,14,0.0,0,50,1
23.0,14,0.0,0,50,1
24.0,14,1.0,0,50,1
25.0,14,0.0,0,50,1
26.0,14,0.0,0,50,1
27.0,14,1.0,0,50,1
28.0,14,1.0,0,50,1
29.0,14,1.0,0,50,1
30.0,14,1.0,0,50,1
31.0,14,1.0,0,50,1
32.0,14,1.0,0,50,1
33.0,14,0.0,0,50,1
34.0,14,1.0,0,50,1
35.0,14,0.0,0,50,1
36.0,14,1.0,0,50,1
37.0,14,1.0,0,50,1
38.0,14,0.0,0,50,1
39.0,14,1.0,0,50,1
40.0,14,1.0,0,50,1
41.0,14,0.0,0,50,1
42.0,14,1.0,0,50,1
43.0,14,0.0,0,50,1
44.0,14,1.0,0,50,1
45.0,14,1.0,0,50,1
46.0,14,1.0,0,50,1
47.0,14,0.0,0,50,1
48.0,14,1.0,0,50,1
49.0,14,2.0,0,50,1
50.0,14,2.0,0,50,1
51.0,14,2.0,1,50,1
52.0,14,3.0,0,50,1
53.0,14,3.0,0,50,1
54.0,14,3.0,0,50,1
55.0,14,3.0,0,50,1
56.0,14,3.0,1,50,1
57.0,14,2.0,0,50,1
58.0,14,4.0,2,50,1
59.0,14,0.0,1,50,1
60.0,14,2.0,0,50,1
61.0,14,1.0,0,50,1
62.0,14,1.0,0,50,1
63.0,14,0.0,0,50,1
64.0,14,1.0,0,50,1
65.0,14,1.0,0,50,1
66.0,14,1.0,0,50,1
67.0,14,0.0,0,50,1
68.0,14,1.0,0,50,1
69.0,14,2.0,0,50,1
70.0,14,0.0,0,50,1
71.0,14,1.0,0,50,1
72.0,14,1.0,0,50,1
73.0,14,0.0,0,50,1
74.0,14,2.0,0,50,1
75.0,14,1.0,1,50,1
76.0,14,1.0,0,50,1
77.0,14,0.0,0,50,1
78.0,14,0.0,0,50,1
79.0,14,1.0,0,50,1
80.0,14,1.0,0,50,1
81.0,14,1.0,0,50,1
82.0,14,1.0,0,50,1
83.0,14,2.0,0,50,1
84.0,14,1.0,0,50,1
85.0,14,1.0,0,50,1
86.0,14,1.0,0,50,1
87.0,14,3.0,0,50,1
88.0,14,3.0,1,50,1
89.0,14,2.0,0,50,1
90.0,14,2.0,0,50,1
91.0,14,2.0,0,50,1
92.0,14,2.0,0,50,1
93.0,14,3.0,0,50,1
0.0,15,0.0,0,50,1
1.0,15,0.0,0,50,1
2.0,15,0.0,0,50,1
3.0,15,0.0,0,50,1
4.0,15,0.0,0,49,2
5.0,15,1.0,0,49,2
6.0,15,0.0,0,49,2
7.0,15,0.0,0,49,2
8.0,15,0.0,0,49,2
9.0,15,0.0,0,49,2
10.0,15,0.0,0,49,2
11.0,15,0.0,0,49,2
12.0,15,1.0,0,49,2
13.0,15,0.0,0,49,2
14.0,15,0.0,0,49,2
15.0,15,0.0,0,49,2
16.0,15,1.0,0,49,2
17.0,15,0.0,0,49,2
18.0,15,0.0,0,49,2
19.0,15,0.0,0,49,2
20.0,15,0.0,0,49,2
21.0,15,0.0,0,49,2
22.0,15,0.0,0,49,2
23.0,15,1.0,0,49,2
24.0,15,0.0,0,49,2
25.0,15,0.0,0,49,2
26.0,15,0.0,0,49,2
27.0,15,0.0,0,49,2
28.0,15,0.0,0,49,2
29.0,15,1.0,0,49,2
30.0,15,1.0,0,49,2
31.0,15,1.0,0,49,2
32.0,15,2.0,0,49,2
33.0,15,2.0,0,49,2
34.0,15,2.0,0,49,2
35.0,15,0.0,0,49,2
36.0,15,0.0,0,49,2
37.0,15,1.0,0,49,2
38.0,15,0.0,0,49,2
39.0,15,0.0,0,49,2
40.0,15,0.0,0,49,2
41.0,15,1.0,0,49,2
42.0,15,3.0,0,49,2
43.0,15,2.0,0,49,2
44.0,15,2.0,0,49,2
45.0,15,1.0,0,49,2
46.0,15,2.0,0,49,2
47.0,15,2.0,0,49,2
48.0,15,1.0,0,49,2
49.0,15,1.0,0,49,2
50.0,15,1.0,0,49,2
51.0,15,2.0,0,49,2
52.0,15,2.0,0,49,2
53.0,15,2.0,0,49,2
54.0,15,3.0,0,49,2
55.0,15,1.0,0,49,2
56.0,15,1.0,0,49,2
57.0,15,2.0,0,49,2
58.0,15,4.0,0,49,2
59.0,15,2.0,1,49,2
60.0,15,1.0,0,49,2
61.0,15,1.0,0,49,2
62.0,15,0.0,0,49,2
63.0,15,1.0,0,49,2
64.0,15,0.0,0,49,2
65.0,15,0.0,0,49,2
66.0,15,0.0,0,49,2
67.0,15,0.0,0,49,2
68.0,15,0.0,0,49,2
69.0,15,0.0,0,49,2
70.0,15,0.0,0,49,2
71.0,15,0.0,0,49,2
72.0,15,0.0,0,49,2
73.0,15,0.0,0,49,2
74.0,15,0.0,0,49,2
75.0,15,0.0,0,49,2
76.0,15,0.0,0,49,2
77.0,15,0.0,0,49,2
78.0,15,0.0,0,49,2
1.0,16,0.0,0,50,1
2.0,16,0.0,0,50,1
3.0,16,1.0,0,50,1
4.0,16,1.0,0,50,1
5.0,16,1.0,0,50,1
6.0,16,1.0,0,50,1
7.0,16,0.0,0,50,1
8.0,16,0.0,0,50,1
9.0,16,0.0,0,50,1
10.0,16,0.0,0,50,1
11.0,16,0.0,0,50,1
12.0,16,0.0,0,50,1
13.0,16,0.0,0,50,1
14.0,16,0.0,0,50,1
15.0,16,0.0,0,50,1
16.0,16,0.0,0,50,1
17.0,16,0.0,0,50,1
18.0,16,0.0,0,50,1
19.0,16,0.0,0,50,1
20.0,16,0.0,0,50,1
21.0,16,0.0,0,50,1
22.0,16,0.0,0,50,1
23.0,16,0.0,0,50,1
24.0,16,0.0,0,50,1
25.0,16,0.0,0,50,1
26.0,16,0.0,0,50,1
27.0,16,0.0,0,50,1
28.0,16,1.0,0,50,1
29.0,16,0.0,0,50,1
30.0,16,0.0,0,50,1
31.0,16,0.0,0,50,1
32.0,16,0.0,0,50,1
33.0,16,0.0,0,50,1
34.0,16,1.0,0,50,1
35.0,16,1.0,0,50,1
36.0,16,1.0,0,50,1
37.0,16,0.0,0,50,1
38.0,16,0.0,0,50,1
39.0,16,0.0,0,50,1
40.0,16,0.0,0,50,1
41.0,16,0.0,0,50,1
42.0,16,0.0,0,50,1
43.0,16,0.0,0,50,1
44.0,16,0.0,0,50,1
45.0,16,0.0,0,50,1
46.0,16,0.0,0,50,1
47.0,16,0.0,0,50,1
48.0,16,0.0,0,50,1
49.0,16,1.0,0,50,1
50.0,16,0.0,0,50,1
51.0,16,0.0,0,50,1
52.0,16,1.0,0,50,1
53.0,16,1.0,0,50,1
54.0,16,1.0,0,50,1
55.0,16,0.0,0,50,1
56.0,16,1.0,0,50,1
57.0,16,0.0,0,50,1
58.0,16,1.0,0,50,1
59.0,16,0.0,0,50,1
60.0,16,0.0,0,50,1
61.0,16,1.0,0,50,1
62.0,16,0.0,0,50,1
63.0,16,1.0,0,50,1
64.0,16,1.0,0,50,1
65.0,16,0.0,0,50,1
66.0,16,0.0,0,50,1
67.0,16,0.0,0,43,2
68.0,16,0.0,0,50,1
69.0,16,0.0,0,50,1
70.0,16,0.0,0,50,1
71.0,16,0.0,0,43,2
72.0,16,0.0,0,43,2
73.0,16,0.0,0,43,2
74.0,16,0.0,0,43,2
75.0,16,0.0,0,43,2
76.0,16,0.0,0,43,2
77.0,16,0.0,0,43,2
78.0,16,0.0,0,43,2
79.0,16,0.0,0,43,2
80.0,16,0.0,0,43,2
81.0,16,0.0,0,43,2
82.0,16,0.0,0,50,1
83.0,16,0.0,0,50,1
84.0,16,0.0,0,50,1
85.0,16,0.0,0,50,1
86.0,16,0.0,0,50,1
87.0,16,0.0,0,50,1
88.0,16,0.0,0,50,1
89.0,16,0.0,0,50,1
90.0,16,0.0,0,50,1
91.0,16,0.0,0,50,1
92.0,16,0.0,0,50,1
93.0,16,0.0,0,50,1
94.0,16,0.0,0,50,1
95.0,16,1.0,0,50,1
96.0,16,1.0,0,50,1
97.0,16,1.0,0,50,1
98.0,16,0.0,0,50,1
99.0,16,0.0,0,50,1
100.0,16,1.0,0,50,1
101.0,16,0.0,0,50,1
102.0,16,0.0,0,50,1
103.0,16,0.0,0,50,1
0.0,17,0.0,0,50,1
